Polaridad
-0.975
-0.909482092
-0.975
-0.975
0.975
0.975
-0.975
0.002658092
0.975
-0.957505494
0.975
0.975
0
-0.975
0.922910556
-0.009341024
-0.935427514
-0.975
-0.975
0.975
0
-0.966963268
-0.927220385
-0.975
0.975
0
0.975
-0.909482092
0.008023272
0.813095203
-0.942241046
-0.099310783
-0.975
-0.975
0
0.847834431
-0.002678911
-0.975
0
0
-0.561179849
0.966636578
-0.959616074
0
-0.975
-0.957505494
0
-0.975
-0.946976928
0.966252747
-0.966252747
-0.699967164
-0.975
0.975
0
-0.847834431
0
0
-0.942241046
0
0
0
0
-0.975
-0.957505494
0
-0.975
-0.975
-0.957505494
0
0.922910556
0.531206999
-0.975
0
-0.004018366
-0.975
-0.975
0.864315814
0.975
0
0.007452072
0.917651946
-0.787822102
-0.975
-0.975
0.975
0
0.004434573
-0.966963268
0
-0.975
-0.673922442
0
0.975
0
-0.813095203
-0.975
-0.970981634
-0.975
0.026984133
0
-0.975
0.975
-0.935427514
0.975
-0.909482092
0.922910556
-0.975
0
-0.966963268
0.975
0
0.975
0
-0.922910556
-0.966963268
-0.975
-0.975
-0.935427514
-0.975
0.004003296
0.975
0
0
-0.975
0
-0.975
-0.975
0
-0.935427514
-0.001450798
0.975
-0.975
0.975
-0.099310783
0
0.847834431
0.975
-0.975
0
-0.975
-0.975
0.975
0
-0.946976928
-0.946976928
-0.946976928
-0.561179849
0
-0.975
0.008023272
-0.959616074
0
-0.975
0
-0.975
0
0
-0.975
0
-0.975
0
-0.942241046
-0.957505494
0
-0.847834431
0
-0.975
-0.975
0
-0.975
0.007452072
-0.004023815
0.975
0
0.917651946
-0.787822102
-0.975
0.004434573
-0.975
-0.813095203
-0.975
0.966963268
0.00159041
-0.975
0
0.975
0.957505494
0.935427514
 
