Name;ID;Content;Comments;Retweet;Likes
Ospina;Eospina_;"#21NSomosTodos 

Cómo lo ve el país // Cómo lo ve el Uribismo pic.twitter.com/7KAa36tWWv";;57;257
Angelica Rodriguez;AngelicaR84;"#21NSomosTodos

De esto estamos hablando viejo! pic.twitter.com/qeZdxSmGge";1;34;73
Mayer;srtmayorga;"Desde el portal de suba!

 #21NSomosTodos pic.twitter.com/ggitdm49HA";1;3;35
Richard Stevens;Richiperiodista;Casi lloro al ver el Portal Sur así  #21NSomosTodos pic.twitter.com/cwYJW96Up6;4;42;310
Valentina Trejos;Trejos_220;"#21NSomosTodos
Hoy salimos a movilizarnos contra el gobierno del malvado señor tocino.  pic.twitter.com/tW3EOuyXV5";;24;137
Jaime Pica [ #RedLS ];JaimePica;"¡FUERZA COLOMBIA, EL FUTURO LES PERTENECE!

#RedLS 

#MarcharEnPaz #21NSomosTodos #BuenJueves #YoParoEl21NSinMiedo #FelizJueves Diosdado #CopaDavisxTVN #estonoesplazaitalia #WeSeeWonho #HabraConsecuencias #ScarlettJohanssonpic.twitter.com/iY9tNHinKx";;1;3
simonwilchesc;simonwilchesc;Hoy no marcho con el cuerpo pero sí con el espíritu. Marcho junto a mi familia y mis amigos. Junto a los viejos y los jóvenes, a la naturaleza, los mitos y los ausentes. Hoy marcho con Colombia desde la distancia. #Marcha21DeNoviembre #21NSomosTodos #HoyMarchoPor #MarcharEnPazpic.twitter.com/1AH4BvHwiL;10;181;499
Juan Sebastian;juanscuellar25;#21NSomosTodos pic.twitter.com/r0rUbQEfMp;;2;5
The Tuitero 1A  ?? ?? ??;TheTuitero1A;"#YoParoEl21NSinMiedo
#21NSomosTodos
#Marcha21DeNoviembre 

-¿Por qué tan elegante Homero?
-Porque hoy es el Paro Nacional en contra del gobierno Duque Muchacho.pic.twitter.com/aEioO0R55W";7;341;1.1K
Mateo González;ma__teooo;Nunca me había sentido ansioso por este tipo de cosas tan importantes, ojalá todo sea con buena vibra, cero caos y nada de disturbios.  #21NSomosTodos;3;86;424
Sergio Orjuela;sorjuela1;"En #Melbourne #Australia @IvanDuque hace una aparición.
#ColombiaAlasCalles Colombia in the streets!
#21N #21NSomosTodos pic.twitter.com/5eBVIRSQvs";28;1.3K;3.4K
Stephanie V. M.;Fefyvm;Vamos mi gente! A marchar por la dignidad de nuestro amado país. En Holanda mis pensamientos y fuerzas con ustedes #21NoviembreParoNacional #21NSomosTodos #21Novpic.twitter.com/VDzVSA9H4q;3;52;266
Profe Nicole;Nicole9124;Otros futuros son posibles, vamos Colombia #21NSomosTodos pic.twitter.com/gsei4TWXZU;1;51;122
Juan D. Castaño;Jvancho_0705;A estas horas me siento nervioso por lo que pueda pasar en los próximos días, tal vez por que siento que de verdad podemos lograr un cambio y recuperar lo que se creía perdido. Luchemos hasta cumplir nuestras propias expectativas como país!! #21NSomosTodos pic.twitter.com/sixvKtxXEh;1;43;116
Roy Barreras;RoyBarreras;Alejandro, Julieth y Jennifer no están solos. #21NSomosTodos  Los líderes estudiantiles cuentan con nuestra solidaridad. Exigimos a autoridades protección para ellos. https://twitter.com/AlejoPalacioRes/status/1197296318059864067 …;29;282;695
Diego Fdo. Martínez;difemar_77;Respecto al #Paro21N #Marcha21DeNoviembre #21NParoNacional #21NSomosTodos tener en cuenta... pic.twitter.com/p8JjGIrkv2;1;101;179
Agencia Prensa Rural;PrensaRural;¡El pueblo no se rinde, carajo! #21NSomosTodos #ParoNacional21Nov.pic.twitter.com/zB2RWWmndQ;3;144;213
LaNieto;angelynieto;#MarchaenPaz #21NSomosTodos Han pasado por la Plaza España un sábado en la mañana? Han visto las decenas de niños drogandose?  Han pasado por la 22 con décima a cualquier hora? Han visto la cantidad de adolescentes prostituyendose? pic.twitter.com/zqOFBG9BEd;5;124;307
Santiago Giraldo;Santiagog1987;Hoy hoy #21NSomosTodos Medellín pic.twitter.com/biL7GpMLgd;2;7;31
Jesús Romero.;Jdra26;#21NSomosTodos #YoParoEl21NSinMiedopic.twitter.com/ugrp02lnGH;;4;8
Edu@r Peñ@ #Edd;EduarAguilera;#21NSomosTodos pic.twitter.com/joM1kJGyDR;;6;12
MoNiQuiLla**;monikdgar2510;"#21NSomosTodos
#ParoNacional21Nov 
#YoParoEl21NSinMiedo 
pic.twitter.com/dlm3fGXVbC";;;3
Claudia Martinez;claumartinez89;Señor en tus manos colocamos la noche que ya pasó y el paro que viene  #Marcha21DeNoviembre #21NSomosTodos #YoParoEl21NSinMiedo;2;68;365
MissPi;MissPi14;Colombia me estas latiendo fuerte fuerte hoy #21NSomosTodos #ColombianosEnElExterior;;3;13
Alejandra García;Andraciar;"No a la precarización de la educación.
No a las reformas de pensión, laboral y tributación.
No a las masacres humanas y ambientales.
No a la desinformación en los medios.
El pueblo exige respeto
Todos a las calles

#YoParoEl21NSinMiedo #YoParoEl21N #21NSomosTodos";1;73;106
Marie Ortegate.;imcamiortegate;Es hoyyyyyyyyyyyyyyyy #21NSomosTodos  a dormir que mas tardecito toca salir a marchar pic.twitter.com/w5JT6nG9eL;;15;34
D A N I E L A;Davaga28;"""No me confundas..."" #21NParoNacional #21NSomosTodos pic.twitter.com/PhfTa4Cnm5";;1;2
TOMANDOS;orgtomandosfc;"#TOMANDOSsoyMARCHANDOestoy



#NuevaFotoDePerfil 
#21NParoNacional 
#21NoviembreParoNacional 
#21NSomosTodos pic.twitter.com/OBZ8ItBtj9";1;22;90
El Leo bicampeón;lesq1978;"5763 razones pa salir a las calles. Listo pa mañana!
#ParoNacional21Nov 
#21NSomosTodos pic.twitter.com/sqHMU2rMi0";;14;42
La Pesada DE Moda;lapesadademoda;"¡PAREN TODO!

Me acaba de llamar el director general de la DIAN, José Andrés Romero, a AGRADECERME, por el pago de MIS IMPUESTOS, porque soy una ciudadana de bien que paga los impuestos a tiempo.  #21NSomosTodos";16;4;86
Alice;Stains01;"#Marcha21DeNoviembre 
#21NSomosTodos pic.twitter.com/Z8hUQsCqtB";;5;9
Agencia Prensa Rural;PrensaRural;Viva el paro nacional. #21NSomosTodos pic.twitter.com/Cg0FpEl48q;;30;59
Jair Méndez;JaMendezRa;Razones y más razones para salir el #21NParoNacional #21NSomosTodos pic.twitter.com/ye04PV0EDO;2;7;30
Melissa G. Henao;melygavi;Alguien me puede explicar qué tiene en la cabeza Ricky???? Se supone que los que mañana salimos a marchar somos enchapuchados, tiramos bombas y amamos a Petro? Que forma tan idiota de ilustrar una necesidad del país. #21NSomosTodos El paro y la marcha se respeta!!! pic.twitter.com/vRyoUDuFvn;2;2;11
 ??JEVARBO;JEVARBO;".@jflafaurie 
.@MariaFdaCabal 
.@monlaferte 

#Marcha21DeNoviembre 
#21NSomosTodos 
#21NoviembreParoNacional 
#21NovMarchaPorLaVida 
#ParoNacional21Novpic.twitter.com/YNEw6TtP3T";;3;2
@ndrés;DoctorChami;#21NParoNacional #21Nov #21NoviembreParoNacional #21NSomosTodos pic.twitter.com/drUN85AqcD;;1;
Maria PPDQ;ladiztraida;A mi mamá un amigo la invito a salir y ella le respondió que le tenia una invitación mejor: salir a marchar mañana. Ella es la mejor  #21NovMarchaPorLaVida  #21NSomosTodos;;2;21
Miguel;UsugaLuisM;"Llegando con mis amis a la marcha.

#21NParoNacional #21Nov #21NSomosTodos pic.twitter.com/JTT9nkM7xP";2;10;54
Alejandra marulanda;alemarulanda;#Paro21N #21NParoNacional #21NSomosTodos #21Nov #21NParoHastaQueLaMuerteParepic.twitter.com/JKI7Y723J2;1;12;21
Sputnik Mundo;SputnikMundo;"Colombia se prepara para su movilización en forma de protesta contra el gobierno de Iván Duque

 https://sptnkne.ws/AzDf 

 #21NSomosTodos";2;67;56
Andrés Valero;AndresValeroG;En #Madrid #cundinamarca ya inician las primeras concentraciones!! #21Nov #21NSomosTodos #ParoNacional21Nov #Paro21N #madridcundinamarca #Colombia se marcha en paz, se marcha bonito!!!pic.twitter.com/aQP5O0JEmL;;12;48
 ?? Cow Elkin Cow  ??  ???? Jj  ??;Elkin_Karoba;"Mañana es la gran #Marcha21DeNoviembre del #ParoNacional21Nov, porque #21NSomosTodos los colombianos que queremos un país más justo y equitativo.

Así va una canción  de protesta para mañana: pic.twitter.com/xzrJCpYlmL";;1;1
Andrés Valero;AndresValeroG;#Marcha21DeNoviembre #MarchaenPaz #21NParoNacional #21NovMarchaPorLaVida #21NSomosTodos pic.twitter.com/eiVhksvmEA;;;
M Á R Q U E Z.;soy_mar1;#21NSomosTodos pic.twitter.com/JbrYmBJCLd;;2;6
Santos I Ortiz Neira;SantosIOrtiz;@IvanDuque #21NSomosTodos Mis motivos para protestar pacíficamente el 21 de noviembre pic.twitter.com/HRaF1AfFld;;;2
gRamos;latiadepre;"Duque en la tv diciendo ""este es un gobierno que escucha""  que escucha pero solo al paraco .... 
 #ParoNacional21Nov #21NSomosTodos";;7;29
Julio Hernán Correal;jucorrealtriana;El Paro Nacional está contando con un gran promotor, el gobierno. Cada acción, cada determinación, cada mensaje de parte de sus representantes, es una invitación a marchar. #21NSomosTodos #21NParoNacional;1;61;214
Anna Monterosa;MonterosaAnna;RT Quintus2109: Mañana en Frankfurt también apoyaremos el #ParoNacional21Nov . Desde el exterior, los estudiantes colombianos nos solidarizamos con la gente. #21NParoNacional #21NSomosTodos pic.twitter.com/B7bN6HksE5;;;6
Ximena Rios;Ximena_Rios_G;#ParoNacional21Nov  #21NSomosTodos pic.twitter.com/DgKKzVAkZg;;2;6
Vane Moreras;VaneMoreras;"Censura, represión, autoritarismo, manipulación y tergiversación...en donde he visto esto antes?
Menos mal que no nos vamos a convertir en la próxima Venezuela
#21NSomosTodos https://twitter.com/cartelurbano/status/1196895143707717632 …";;4;6
angela vargas;susynabelalcaza;Visualización del.proceso pacifico es nuestro deber en el Extranjero gracias valientes pacíficos marchantes #21NSomosTodos pic.twitter.com/YR6hZ78eI2;;13;35
Alejandro Torres;alejotor33;#21NSomosTodos pic.twitter.com/QquM6Ls4ZK;;;1
Guillermo Pérez;GPerezPardo;¡El pueblo no se rinde, Carajo! #21NSomosTodos #ParoNacional21Novpic.twitter.com/9bfj31CcXr;1;32;57
Marcela Vásquez;marcevg1;"#ParoNacional21Nov 
#21NParoNacional 
#paro21denoviembre 
#21NSomosTodos 
#21Npic.twitter.com/7yyESjrPYn";1;1;4
El Clavo;RevistaElClavo;"""Es hora de que nuestra indignación pase a ser acción y que nos levantemos para denunciar lo que está mal, pero también es momento de que reconozcamos que todo lo que nos pasa es culpa de nosotros mismos (...)

¡Hoy, más que nunca, necesitamos una sola moral!""
#21N #21NSomosTodos pic.twitter.com/MkG744EQAT";;3;6
Juan Camilo;JuanCartz;Buena, @TwitterLatAm también en mamerta.  #21NSomosTodos https://twitter.com/AndreaRamirezA_/status/1196945238239129600 …;;5;15
SKYWALKER;Elsextohijo;"La pregunta no es ""¿irás a la marcha?"", sino ""¿Dónde nos encontramos?"" #21NSomosTodos";;;16
editorey;editorey;"No sean tan hptas los ofendidos por que grabaron a la Blum con Pacho Santos
Lo ILEGAL Y CRIMINAL ES LO QUE ELLOS TRAMAN Y MAQUINAN Y REVELAN EN LA CONVERSACION
ESO DA MINIMO PARA RENUNCIA INMEDIATA EN UNA DEMOCRACIA DECENTA
PERO EL PAIS SABE LA CRIMINAL QUE TIENE
#21NSomosTodos";;;2
Esperanza Garzón.;crisantaserafin;#21NSomosTodos pic.twitter.com/JaPqwD5v7u;;6;14
Laura Molano Bonett;lauraPmolano;#21N #21NSomosTodos  #21NoviembreParoNacionalpic.twitter.com/v9ZUaDAMY3;;;1
??????????????????;___balaclava;"Que ni el llanto del hijo de María Pilar Hurtado, ni el de los familiares de TODOS los líderes sociales asesinados, sea en vano. 

#21NSomosTodos";;;6
El de las caricaturas ?? ??;UnGuaricho;"#Caricaturadelafecha Ivan se te cae el Gobierno.   #21NSomosTodos

Aprovecho para contar que he vuelto. 

Sígueme, compárteme, habrá nuevamente contenido.
 
Hilo... pic.twitter.com/dP8aPAS8Po";5;24;46
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"Muchas razones para marchar este 21 de noviembre
¡PARA LA GUERRA NADA!
#21NSomosTodos
@Polismo1 @YERADA69 @Estadista5 @elANTIMILI @DSuarezT @GeoCelis @funurbiano @frajoval @zotea @zoylamamerta @OctetoG @HenryDiazV @uranomar @ismene2 @jd_ibata @23ALZAT @ggomezca @Resanbo @coneo79pic.twitter.com/B5vbG2OwDZ";;15;28
Angel David Pérez;perezquevedoan1;"-¡Ceeeeerdos!

Qué nervios, ya estoy practicando :3
#21NParoNacional  #21NSomosTodos #21N";;2;16
Diana ??;Diaannaa000;"Marchen pero no dañen mas nuestro pais por que vuelto mierda ya está 
Tankiuu #21nsomostodos";;1;
Guillotina cuántica;DuvanLuna22;;;;
Alberto Ceron  ?? ?? ?? ?;alcero13;Los vándalos de la @PoliciaColombia no solo acosan a activistas sociales en #Colombia si no que se roban los pinceles y otros materiales de trabajo de los artistas represaliados. #21NSomosTodos https://twitter.com/intiasprilla/status/1196897325978923008 …;;;1
Juan Manuel Quintero;Quintus2109;Mañana en Frankfurt también apoyaremos el #ParoNacional21Nov . Desde el exterior, los estudiantes colombianos nos solidarizamos con la gente. #21NParoNacional #21NSomosTodos pic.twitter.com/nKk5hBu0zF;;29;96
verdeporelplaneta;Brenvema;21 razones ambientales para salir a la calle este 21N #21Nov #21NSomosTodos #YoMarchoEl21Por #Villavicenciopic.twitter.com/kc2xTQUbnP;;10;22
andrearguello ??;andrearguello72;#21NSomosTodos #paro21denoviembre #PaquetazoDeDuque pic.twitter.com/4YZjqWyaXw;;2;10
La Megan;Meg_Ypunto;Mañana vamos a demostrar que somos un pueblo lleno de paz, que estamos exigiendo derechos. VAMOS EN PAZ  desde acá mi corazón está en Colombia #21NSomosTodos;;;4
Ruben Gutierrez Cambar;cambar_ruben;", la corrupción seguirá y así a las mismas nose, pero los que no marchan es por qué están seguros de que está no es la marcha que solucionara y ni mucho menos pondrá a marchar este gobierno..
Los que si apoyamos debemos ir más allá y asernos sentir
#yomarcho21N
#21NSomosTodos";;;2
Arnulfo Murillo;fitomurillo;;;;1
Lina;linatuits;No se imaginan cómo quisiera estar en mi tierra mañana!  , pero firme con la bandera en el corazón, marcharé así este fuera y en compañía de más colombianos, #21N #21NSomostodos #21NParoNacional;;;4
Masky San;san_masky;"Cuál es el miedo?
#21N
#21NoviembreParoNacional
#21NSomosTodos
https://www.bluradio.com/nacion/policia-pide-uniandes-retirar-manual-para-protegerse-del-esmad-de-portal-web-233272-ie3509872 …";;;4
Angela Osorio;angela_oso;"#21NParoNacional #21N #21NSomosTodos 
DUQUE EN EL ESTADIO SANTIAGO BERNABEU , FLORENTINO PEREZ Y EMILIO BUITRA... https://youtu.be/NlUcZ3OjaqA  vía @YouTube";;;1
John Lemos;JohnLemosTweet;Esta excelente canción de @ThieveryCorpDC interpretada por @vernymusic, debería ser el #Himno para la marcha del #21DeNoviembre [#21N #21NSomosTodos #YoMarchoEl21] [Cc: @MeDicenWally, @YoAlejoV, @fdbedout, @intiasprilla, @DavidRacero, @JulianFMartinez]https://www.youtube.com/watch?v=QSdbGn2enTE …;;;2
Lina;linatuits;;1;1;43
WILIS R. D.;wilis_rd;;1;10;6
Miguel Angel Osorio;MiguelA62047185;"#21NParoNacional #21NSomosTodos #21NParoHastaQueLaMuertePare #ColombianosenBonn 
Mañana 21 Noviembre a las 19:00, nos reuniremos un grupo de Colombianos en Bonn Alemania para #Apoyandoelparonacional";1;;
Lede;NledesmaD_;Escriba aquí  su frase más original para hacer una cartelera para la marcha de mañana #21NParoNacional #21Nov #21NSomosTodos;1;;1
Sergio  Mendoza;Sergioandres_94;"""Lis qii mirchin vin i vilvir miirdi il piís"" Ridículos. No se marcha para volver mierda el país ¡¿Cómo?! Si ya ustedes lo volvieron mierda #21N #21NSomosTodos #ParoNacional  #Colombia";;;2
Laura Bechara Córdoba;bechara_laura;Espero que mañana el #21NSomosTodos esté tan bueno, como todas sus quejas, reclamos y demás en todas las redes sociales;;;1
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"https://lasillavacia.com/silla-paisa/fico-no-quiere-medellin-pare-tendra-dura-74583 …

#21NSomosTodos
Por una Medellín del Tamaño de nuestros Sueños, por una Medellín con Paz Completa, por una Medellín con Vida Digna, ¡YO MARCHO!
¡Marchemos!
@ggomezca @YERADA69 @luisyepesb @Estadista5 @GeoCelis @OctetoG @constsos @martinhroman @elANTIMILI";;7;14
Juan Fernando Zapata;ZapataJuanF;"Comparto las mismas preguntas, a las vez que reitero la importancia de salir, juntarnos y marchar.

Porque este país también es nuestro!

#ParoNacional21Nov #21NParoNacional #Paro21N #21N #21NoviembreParoNacional #21Nov #21Noviembre #21NSomosTodos #21NParoHastaQueLaMuerteParehttps://twitter.com/JDRestrepoE/status/1196952980580380672 …";;;2
Rod Munar;rmunarv;#21NoviembreParoNacional #21N #21Nov #21NParoNacional #21NSomosTodos #21NovMarchaPorLaVida #21NTodosAMarchar #YoParoEl21N #YoMarcho #MarchaenPaz #ParoNacional #ParoNacional21N, #DuqueEl21NosVemos #DuqueTieneMIEDO #pic.twitter.com/KKV2j8psxm;;;
Martha Kaupp;Emerencia1615;"https://youtu.be/QlDfQW0XBWA 

#21NParoNacional #21NSomosTodos #21N 
#YoMarchoEste21 
#MarcharEl21Es defender la vida de nuestr@s líderes sociales";;;
QuietFan5;QuietFan5;;;;
RED GUARDS UNITED.;rgu_1312;"Los allanamientos simultáneos generados el día de hoy en todo el territorio Nal, No nos llenan de temor. antes hay unas ganas tremendas de salir a las calles en apoyo a nuestros compañeros.

""EN LAS CALLES CODO A CODO SOMOS MUCHO MAS QUE DOS""

NO NOS VAN A CALLAR! #21NSomosTodos";;10;49
david trejoss;davidtrejoss;"Es momento de despertar... sin filiaciones políticas, sin Ismos, sin caudillos, sin extremos... Es momento de exigir a nuestros dirigentes que respondan por su negligencia!
#21NSomosTodos";;;
DefensaDeEPM NosUne;DefensaDeEPM;"Así es Concejala
#21NSomosTodos
@hora13noticias @NoticiasUno @NCAntioquia @EFEnoticias @RedMasNoticias @NoticiasRCN @NoticiasCaracol @minuto30com @ADNMedellin @QHuboMedallo @CaracolRadio @CaracolMedellin @RCN990Medellin @LuiskPalacio @santamariahd @canal_co @SinergiaInfo @coneo79https://twitter.com/luzmamunera/status/1196961556707368960 …";;1;2
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"#21NSomosTodos
La Movilización Social es un Derecho Constitucional
Todos y todas a marchar este 21 de noviembre
@elANTIMILI @MJDuzan @PMuerde @sheetara666 @LaProleRules @socialstorm3 @DanielSamperO @ggomezca @GeoCelis @jjtoroc @JulianRoman @funurbiano @ramirociencia @martinhromanpic.twitter.com/d1c4jGLjwq";;17;23
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"#21NSomosTodos
Allanamientos, presión y hostigamiento a Colectivos Artísticos, Revistas Culturales, Activistas Sociales son razones de más para ratificar legitimidad de marchar este jueves
Que NO nos Regalen Miedo para Vendernos Seguridad
@anacrisrestrepo @ramirociencia @ismene2pic.twitter.com/bnOos0NezR";;17;36
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"#21NSomosTodos
Rechazamos allanamientos, persecución, estigmatización y acoso contra líderes y convocantes de Movilización Nacional
Exigimos respeto y garantías por el Derecho a la Protesta Social
Nos regalan miedo para vendernos Seguridad
@Polismo1 @DCoronell @funurbiano @zoteapic.twitter.com/tIvLHdMjRZ";2;16;24
LuzMa Múnera ¡Cacerolazo Somos Todos!;luzmamunera;"https://www.rcnradio.com/politica/cepeda-entrego-onu-detalles-del-bombardeo-en-el-que-murieron-nueve-menores …
Cuándo cesará la Infamia?
Nuestros niños abandonados, reclutados, bombardeados...
Una razón más paras marchar el 21 Noviembre
#21NSomosTodos
@ElJodario @YERADA69 @luisyepesb @Estadista5 @zotea @elANTIMILI @ggomezca @GeoCelis @Majalva @martinhroman @ismene2";;10;27
