Name;ID;Content;Comments;Retweet;Likes
SilvaBucaro;silvatello;"#ParoNacionalColombia #22NParoNacional #ReportoEnCity @AlvaroUribeVel en Facebook 
https://www.facebook.com/AlvaroUribeVel/ https://twitter.com/silvatello/status/1198083533228695552 …";1;;
Daniela Zuleta;DanielaZuletaS;"Nea en el Poblado, dónde viven personas de estrato 5 y 6 Uribe Paraco el pueblo está berraco! 
#22Nov #ElParoDebeSeguir #ParoNacionalColombia #22NParoNacional @IvanDuque mirá esto viejo!pic.twitter.com/BSmrhnsxYa";15;474;850
Homosexual Rancio;Alexxtalker;Mk habiendo tantas vainas faciles de robar a esta hora y ustedes creen que es casualidad lo de los Conjuntos Cerrados... Ni siquiera de las zonas donde hay más riqueza sino de la clase medía, nos quieren ver la cara de idiotas  #ParoNacionalColombia #22Nov;2;20;64
Sasha Yumbila Paz  ??;yumbila;"Comunidad informa

Los vándalos de la @PoliciaColombia cumpliendo con el deber de seguridad nacional.

TODO ES UN MONTAJE DEL ESTADO

#22Nov #22NParoNacional #ParoNacionalColombia #ToqueDeQuedaParaBogotapic.twitter.com/ODJnUH1s4k";50;828;823
Steffany Sanabria;SteffanySanabr5;Los medios de comunicación estaban diciendo que lo estudiantes se la UIS eran quienes estaban realizando saqueos en el centro de la ciudad, este video es para demostrar donde no encontrábamos los estudiantes estábamos marchando pacíficamente #ParoNacionalColombia #Bucaramangapic.twitter.com/ACxjIIvNa0;;8;11
Freddy Abadía Mach  ? ????;FreddoAbadia;Tomen nota . #ParoNacionalColombia pic.twitter.com/69r2EzSwzj;;5;8
?????? ??  ????;MCam_G;No se imaginan lo desesperante que es escuchar a mis papás hacer comentarios acerca del paro y del cacerolazo. ¿Por que será que está tan mal para ellos que nuestra generación busque un mejor futuro para nuestro país? #ParoNacionalColombia;12;36;118
Lu;Luisaaraque7;"Por ella y por muchísimos más en la misma o peor condición! 
#ParoNacionalColombia pic.twitter.com/Chub8rXtzk";;6;22
Natalia Serrato V;NataliaSerratoV;EN ESTE MOMENTO SE ESTÁN METIENDO A LOS CONJUNTOS DE HACIENDA MADRID, CERCA A LA VARIANTE, en Madrid, Cundinamarca #ParoNacionalColombia #22Novpic.twitter.com/2oH8pRF5pF;2;11;13
Robinson Diaz;RobinsonDiazU;A ver Periodistas a informar lo qué pasa de verdad carajo! #ParoNacionalColombia;52;287;1.1K
Ayala;CristianSMA17;Esto es lo que no se muestra. QUE VIVA EL PARO.... RESISTENCIA.... #22Nov #22NParoNacional #21N #Colombia #ParoNacionalColombia #21Nov #NoNosCallamosMaspic.twitter.com/NMQjJA9zaF;;10;24
Milena Estrada;milestradal;"Ayer insultaban a la fuerza pública, hoy llorando suplican su protección.
Así no es Bogotá. No más apología a la anarquía.
#ParoNacionalColombia 
#ToqueDeQueda";3;36;55
 ?? ??;CVDK_;Ellos solo provocan a los protestantes, se presentó en el centro hace unos minutos en la 18 con 4 más o menos, son una burla no tienes respeto por el país ni por los colombianos. #ReportoEnCity #22Nov #ParoNacionalColombia @Citytvpic.twitter.com/6BsTO64X4G;8;157;197
Willander Pushaina;WillPushaina;"#Resistencia
#ElParoSigue
Con el bastón de paz en la mano la Guardia Indígena, Cimarrona, Campesina y Redes de Autoprotección invitan al pueblo colombiano a seguir en esta lucha que es de todos nosotros. #ParoNacionalColombia @ONIC_Colombiapic.twitter.com/WqNFVEuxv7";;89;131
Carolina Bautista;scarobb;"No se equivoque señor Julio Roberto, líder sindical anquilosado de la CGT, el #ParoNacionalColombia es de la gente y en las calles. Usted no me representa y tampoco a la gente que desde sus barrios se sigue movilizando. 
#ElParoApenasComienzapic.twitter.com/09CtOpOU2E";4;47;59
Camilo Iguarán.;Camiloi_;"¨Protegen la vida del feto para matarlos a los 15 y hacerlos pasar por guerrilleros¨. 

Intervención-acción de Cacica Colectiva el día de ayer 21N en el marco de la movilización por el #ParoNacionalColombia. pic.twitter.com/R7Pp43rQxD";;10;21
Jaime Palma ??;JaimeEPalmaB;¿No es suficiente esta última salida en falso de @IvanDuque, como para que dentro de los objetivos del #21N #ParoNacionalColombia  empecemos a exígir, como una de las principales demandas, la renuncia del subpresidente? #DuqueChao #DeEstoHablamosViejo #RenuncieDuque;;19;29
BARÓN ROJO SUR OFICIAL;BRS_COL;De la sur a las calles por nuestro país #paro21denoviembre #ParoNacionalcolombia pic.twitter.com/6cyZVZuKfv;20;95;346
Julian Peña;Julianpenaaa;#ParoNacionalColombia en el norte de Bogotá pic.twitter.com/YFgVph0nai;;1;1
Lauren Franco;LaurenF1509;Gente de la Universidad Externado. #ParoNacionalColombia #ToqueDeQuedaParaBogotapic.twitter.com/iU2YiSaTDg;;2;3
Sara Valentina;SaraVal50722900;Lindura de video #ParoNacionalColombia pic.twitter.com/uARWEOCBtR;;1;4
M&M;mariaboterog;"Miren la música de calle 13 me parece bien regular, pero él se ha ganado mi respeto! Mientras acá todos los influencers y artistas se callan este señor levanta su voz  #ParoNacionalColombia 
pic.twitter.com/CWIDEOXdM5";3;37;69
Pao loves tahipizza ? ?? ??;paotowes;"Y la policía no fue capaz de coger a ni uno de esos hptas. 

Son el circo del terror completo 
#ParoNacionalColombia #ElParoSigue

 pic.twitter.com/1OTroPYVGD";1;1;6
MaríaIsabelMorenoMuñoz;unaatalaya;Cacerolazo en el Centro de #Medellin. #ParoNacionalColombia pic.twitter.com/gDmGYBOUCx;1;14;30
Jennifer Ladino;jenniferlc1605;¡Cacerolazo! Mosquera Cundinamarca presente #ReportoEnCity #22Nov  #ParoNacionalColombia pic.twitter.com/TsGTltZGrN;;2;3
TrinoCocus;TrinoCocus;"Yo caceroleo
Tú caceroleas
Él cacerolea
Nosotros caceroleamos
Vosotros caceroleaís
Ivan Duque no cacerolea, él renuncia!

#22Nov
#ParoNacionalColombia
#ElParoApenasComienza";1;55;122
Jonatan Suarez M.;jonatansuarez10;Envigado en caserolazo #EnVideo #ToqueDeQuedaParaBogota #22Nov #Venecos #ElParoDebeSeguir #ParoNacionalColombia #22NParoNacional #Colombia #envigadopic.twitter.com/0bEYusYuYb;;9;41
Daniela Angarita;daniangarita201;#ReportoEnCity barrio libertadores presente a #ParoNacionalColombia pic.twitter.com/EdsO1lNL4M;;8;12
C A T H E;Cathe_Tr;"¿Qué tal esto? 
#ParoNacional #ParoNacionalColombia pic.twitter.com/obnI1RMKGk";;7;22
EL HERALDO;elheraldoco;#ParoNacionalColombia | Decretan ley seca en Bogotá por desmanes. En el municipio de Soacha, Cundinamarca, también fue implementada la medida al igual que el toque de queda: http://bit.ly/35sawWO pic.twitter.com/0xkxG0kBSj;2;56;86
Elecciones Cali;EleccionesCali;Simulación audiovisual de lo sucedido en Cali durante la marcha que dió inicio al #ParoNacionalColombia pic.twitter.com/9YrRwOqDx4;;2;3
JesusDavid™;JessReyesT;#ParoNacionalColombia pic.twitter.com/t3uPbfvrHc;;2;2
Alejandro Beltran;Abauc;#CityNoticias #ParoNacionalColombia desde el olaya apoyando el paro pic.twitter.com/M3keoAUgkX;;2;4
Yurleidy;Yurleid47021227;"22N
#ParoNacionalColombia pic.twitter.com/UfaCIRKEgA";1;;
sofiAZarate;karemonndaa;"Así amanecen las casas del barrio Policarpa luego de una noche de terror, angustia y desesperación ocasionada por @PoliciaColombia y de su abuso de poder.

NO NOS VAN A CALLAR
@IvanDuque 
#ParoNacionalColombia pic.twitter.com/ibHb09dWcX";2;25;19
W. Marcel Merizalde Guerra;MarcelMerizalde;#ParoNacionalColombiaEl reconocido actor Robinson Diaz participó en el paro nacional con un particular, pero preciso, cartel de protesta. En #Ecuador los famosos rechazaron la protesta indígena y popular de octubre para respaldar al Gobierno y medios privados de comunicaciónpic.twitter.com/xFuThsY6wG;1;5;14
JUANA CARRASCO;cubavence2019;Bogotá: En marcha. Cali: bloqueada x los 4 puntos cardinales, disturbios en alrededores Universidad del Valle.  Barranquilla: Docentes marchan en el norte de la ciudad. Medellín: unido al paro nacional. Pereira: Manifestantes bloquean Avenida de las Américas #ParoNacionalcolombia pic.twitter.com/nMafndI1ww;;13;26
Juliana;JuliGalanG;Y qué tal esto en #Pasto ah? #Paro21Noviembre #ParoNacional #21NoviembreParoNacional #ParoNacionalcolombia #ProtestarNoEsDestrozarpic.twitter.com/o48OemGFnP;;5;23
Cpaca;Cpaca2;#ParoNacionalcolombia pic.twitter.com/jJ3P1xiOFT;;;
Cpaca;Cpaca2;#ParoNacionalcolombia pic.twitter.com/ClkSHbRwVz;1;;
Rosa Mireya Cárdenas;RosaMireyaEC;Sindicatos, estudiantes y ciudadanía participaron del #ParoNacionalColombia, en contra de las políticas económicas del Gobierno de Duque. Un malestar generalizado recorre a la sociedad colombiana, debido al deterioro de la calidad de vida y la pérdida de derechos sociales. pic.twitter.com/Bp2LtOAYwa;;8;6
HezBell LionHeart?;HezBell;Presentes!! Fuera Duque y su política neoliberal! #ParoNacionalColombia pic.twitter.com/21dPftaiIO;1;;5
Hector F Duque Z;EltrogloditaHF;#FelizJueves #ParoNacionalcolombia #21Novpic.twitter.com/rmHSCQvS2h;;;1
TibioMan;TibioM;"Así el nuevo hit de Carlos Vives...

#ParoNacional21Nov
#Paro21DeNoviembre
#ParoNacionalcolombia pic.twitter.com/60IVTh99Va";;;1
Ptunia;MulatxSomos;Seguimos #ParoNacionalColombia pic.twitter.com/zRbeE8KK7i;;1;4
mari ??;mariariass1;¡En pié de lucha sin importar en que parte del mundo estemos! #ParoNacionalColombia pic.twitter.com/GArPXWs2Z5;;;2
colombia despierta;JosSw7;"Ellos tambien hacen parte del paro nacional
Por ellos hay que luchar!!! Viva el #ParoNacionalColombia pic.twitter.com/o2LuOqvkza";;;6
María Fernanda Osorio;Mfop96;Mi bucaramanguita. #paro21denoviembre  #ParoNacionalColombia pic.twitter.com/2mn6mYP3yD;;;15
Cindy V;Cindy_Varmu;Que levanten la mano los que quieran que el paro sea indefinido. #ParoNacionalColombia #ParoNacional21Nov;11;45;182
Cristian;cristianivic;"#ParoNacionalColombia 
Así se vivió en Bogotá  

 pic.twitter.com/TzoAKpfSaI";;7;15
Clemen;Clemen22574402;"#Cacerolazo @City_tv 
SOACHA TEJARES 2 PRESENTE
#ParoNacionalColombia pic.twitter.com/jcmeZyHKRQ";;;1
Leonel Zubieta;leoneljavierz;¿Qué putas? #Cacerolazo #ParoNacionalColombia https://twitter.com/MemoBastid/status/1197716715867660289 …;;8;8
Luis F Campos;pipecampos27;Cra 3 en Ibagué #ParoNacionalColombia #Cacerolazopic.twitter.com/M3hkxXpT1b;1;2;8
Julio Cesar Gonzalez;juliocesar_gp;"Bogotá unida en un Cacerolazo de más de dos horas y como remate del Paro Nacional. 
#Cacerolazo #Paro21Noviembre #ParoNacional #ParoNacional21N #paro21denoviembre #ParoNacionalColombia #Colombia #ColombiaDespiertapic.twitter.com/b35HLr4TO8";1;9;34
Anny ?? #SigámonosLosBuenos;Mafalda_2020_;"#paro21denoviembre
#ParoNacional
#ParoNacionalcolombia
Señores uribistas, no pierdan su tiempo metiendonos miedo, para creer sus estupideces sólo tienen a su secta y cada día son menos!!! pic.twitter.com/VmqSCzX34h";1;13;16
Anny ?? #SigámonosLosBuenos;Mafalda_2020_;"#TimonazoDeDuque Ando de una angustia existencial de ver lo que pasa en este país, que no se si deprimirme, emputarme o llamar a separar cupo en uno de los 34 mil buses que va a poner Petro.
#ParoNacionalcolombia pic.twitter.com/ucqLqGhCK5";4;5;22
Lilly Figueroa;manizalea;"#paro21denoviembre 
#ParoNacional 
#ParoNacionaldel21es solidaridad 
#ParoNacionalcolombia pic.twitter.com/a1NnTEMd43";5;40;106
Efrapotter;efrapotter;"NO DEJEN METER ENCAPUCHADOS A LA MARCHA. Ahí es donde el gobierno aprovecha para infiltrarlas y crear violencia.
#UnaImagenValeMasQueMilPalabras

#ElParoVa
#MarcharEl21Es 
#ParoNacionalcolombia pic.twitter.com/mpjMQwkTrL";7;77;109
Mauro Puebla  ??;MauroPuebla5;¿Nos callaran a todos? #paro21denoviembre #ParoNacionalcolombia pic.twitter.com/fKinaPQop5;4;10;43
Der Calo;Der_Calo;#ParoNacionalcolombia pic.twitter.com/StGESD78nu;;10;15
Oscar;saluden_4;Qué trabajadores del sector salud se unirá al #ParoNacionalColombia el 21 de noviembre?, tenemos razones de sobra para salir a marchar y exigir un nuevo modelo de salud, más justo, eficiente y centrado en el paciente, sin corrupción y con condiciones de trabajo dignas.;3;18;26
SINTRADANE #21N;SINTRADANE1;Reino Unido suspende el fracking con carácter inmediato por temor a terremotos @MinAmbienteCo  @ANLA_Col https://es.rt.com/74fp  via @ActualidadRT #PaquetazoDeDuque vamos a #ParoNacionalcolombia #21Nov @maltescut1 @GilMartinezCUT @GilbertoTobonS @SINTRADIAN1997 @jrobertoacosta1;1;15;16
Mirando Ando  ??;alexandergico;"#ParoNacionalColombia
#NOMasAtropellos
#ColombiaDespierta @merv59 @cesarfloreza @cerecitadeli @AhPatria @FisicoImpuro @ManosLimpiasCo @jonny_ramirez @covco @LaMamert4 RT RTpic.twitter.com/Dhr6njCGY7";;2;2
pardepepas;ivanfguay;#Cacerolazo #21Nov #Paro21Noviembre #EstudiantesPorLaPaz #ParoNacionalColombia @petrogustavo pic.twitter.com/FuRbmFbzH3;;28;4
PrimeraPlana;PlanaIbarra;Protesta en #Pasto, capital del departamento de Nariño. #ParoNacionalColombia pic.twitter.com/Us7JwpWp8a;;11;15
Esteman;estemanmusic;"#21N Alzando la voz desde México 

#ParoNacional21Nov #ParoNacionalColombia 
#cazerolazopic.twitter.com/mkbnXTHkq7";3;33;179
Irreverente C.C ??;Carrero_2CC;"#ParoNacionalColombia 
Suscribo la Imagen, en algún lugar de Colombia : 

“Con La Derecha solo Me Masturbo” !!!  

“Los Uribes  Son Más Tóxico que mi ex  “!!                #21Novpic.twitter.com/a0h3euTjcn";4;74;71
Luis F Campos;pipecampos27;Sigue el #ParoNacionalColombia en las calles de Ibagué #Cacerolazopic.twitter.com/66JwWF0GuE;;5;
Valentina ??;valerd23;"TE AMO COLOMBIA.
#ParoNacionalColombia pic.twitter.com/y61YagrC9V";;;1
Andres Tovar;andreslds1985;#ParoNacionalColombia el pueblo se hace sentir. Vamos Colombia no nos dejemos ver la cara pic.twitter.com/ntyxgcSOag;;;1
Gio Perez;GioPerez4;#ParoNacionalcolombia #cacerolazonacionalpic.twitter.com/7SmY887wk8;;1;
Armani;Darthmando;Cacerolazo en Bogotá. #ParoNacionalColombia pic.twitter.com/u9NTMILmEu;;1;4
alejandro jaramillo;alejarah;El #ParoNacionalColombia de tomó las calles de #NYC! Desde el consulado a Times Square, cantamos y manifestamos nuestro descontento con el gobierno de @IvanDuque y su desaciertos. #asivaelparo #21NParoNacionalpic.twitter.com/igBm7Xqjkt;;13;40
Mateuscacerola;diegomatteus;Cacerolazo. #NoNosCallamosMas #NoNosCallaran #ParoNacionalcolombia todos con cacerolas. Sin violencia, que nos oigan pic.twitter.com/lIo3X9qfm3;28;330;1.3K
Diego Sacchi;sac_diego;Desde Colombia para La Izquierda Diario  #Paro21Noviembre #ParoNacionalColombia https://twitter.com/izquierdadiario/status/1197610317817221120 …;;6;9
Algunavezemy;algunavezemy;"#paronacional
#21nov #ParoNacionalColombia #ParoNacionalpic.twitter.com/RjgVJOZRJD";;;
Mary Atencia;mary_atencia;Yo sí salí por mi país #21NSomosTodos #ParoNacionalColombia pic.twitter.com/AaY70W2YDr;;1;7
virginia king;virginiaking13;"#ParoNacionalColombia
Esto es en Medellín , Colombia, aún a pesar de las amenazas a particulares y a organizaciones desde todos los estamentos de la sociedad civil se manifiestan contra las politicas neoliberales y la corrupción del gobierno. pic.twitter.com/QDy7m2ljsK";;3;1
Monsalvee;Monsalvee11;La BBC se volvió Castrochavista #Colombia #Politica #ParoNacional #DuqueEl21NosVemos #NoticiasUno #Marcha #ParoNacionalColombia pic.twitter.com/EBzSmUBCmq;1;6;15
teleSUR TV;teleSURtv;Pdte. .@JuanManSantos convocó para esta tarde gobernadores y alcaldes a coordinar acciones conjuntas para resolver el #ParoNacionalColombia;1;7;1
teleSUR TV;teleSURtv;"Pdte. @JuanManSantos: ""Unámonos, solucionemos los problemas en paz donde la prosperidad se pueda repartir entre todos"" #ParoNacionalColombia";1;4;
teleSUR TV;teleSURtv;"Pdte. @JuanManSantos: ""La política de este Gobierno ha sido de tener un diálogo abierto"" #ParoNacionalColombia";1;2;1
teleSUR TV;teleSURtv;"Pdte. @JuanManSantos: ""Aplicaremos salvaguardias a productos afectados por TLC"" #ParoNacionalColombia";;5;1
teleSUR TV;teleSURtv;"En noveno día del #ParoNacionalColombia @MiltonteleSUR reporta ""delicada situación de orden público en Nariño""";;10;
teleSUR TV;teleSURtv;#Ahora reporta @MiltonteleSUR: Policía Nacional reprime manifestación campesina #ParoNacionalColombia;2;8;1
teleSUR TV;teleSURtv;¿Por qué crees que el presidente Santos se mantiene intransigente frente al #ParoNacionalColombia? Responde con el HT #ElCampoNoAguantaMas;7;10;1
teleSUR TV;teleSURtv;#Ahora @MiltonteleSUR reporta que estudiantes y profesores universitarios apoyan a los campesinos #ParoNacionalColombia;;7;
teleSUR TV;teleSURtv;Representante campesino: Esperamos que nos den cumplimiento con las mesas de diálogo y los acuerdos #ParoNacionalColombia;1;5;
Diana Quintero;Dianaloquintero;#ParoNacionalColombia #ParoNacionalAgrario #CacerolazoNacional HOY 7 PM #loqueesconelcampesinoesconmigo;;1;
Indignados Colombia;ManosLimpiasCo;"Docentes, estudiantes, transportadores, campesinos, indígenas, trabajadores, padres de familia, ciudanos libres: es hora de sentar nuestra voz ante los abusos de este gobierno y los corruptos.

Es hora de movilizar a todo un país.

#ParoNacionalColombia";7;37;84
Indignados Colombia;ManosLimpiasCo;"Fuera Lenin
 Fuera Macri
 Fuera Bolsonaro
 Fuera Duque 

Latinoamérica unida. Colombia unida en las calles. Protesta pacífica pero con propósito. 

#ParoDocente
#ParoEstudiantil 
#ParoNacionalColombia";;18;39
Indignados Colombia;ManosLimpiasCo;"#ULTIMAHORA: los dos únicos proponentes que quedaron para la adjudicación de nuevos e innecesarios estudios para el metro elevado están seriamente cuestionados por corrupción.

¿Que estamos esperando para proteger nuestro dinero?

#ParoNacionalColombia https://twitter.com/JulianFMartinez/status/1184599699849961472 …";1;10;12
Jhon Jairo Garcia;Popeta14;Quieres, #ParoNacional #PARONACIONALCOLOMBIA pic.twitter.com/4b6VzEnhMW;;;2
 ??Alex CM ?  ??;ALECARXIM;Comparte y retweet #paronacionalcolombia #24denero @JuanManSantos @AlvaroUribeVel #ColombiaDiceNopic.twitter.com/iIc6xyLU2x;;;
Jorge Ovalle;JorgeOvalleB;ISAGEN y ZIDRES demuestra el talante violento y antidemocratico de @JuanManSantos Vamos por el #ParoNacionalColombia @CastillaSenador;1;22;14
María A. ???? ???? Torre, Ph.D.;Caidadelatorre;Debería durar un mes. #ParoNacionalColombia pic.twitter.com/jlgbDfQBd3;2;37;20
Andrés Parra;SoyAndresParra;Feliz año dotor @JuanManSantos, como q el tal #ParoNacionalColombia  si va a existir.;;42;62
jhonier acevedo;johnnier_a;Y yo me uno a la causa, por que estoy mamado de quejarme y no hacer nada #YoParo #ParoNacionalColombia   @jedwin20;;5;10
Kat Black;HerziliaKatito;""" El #bloqueo de vías no es violencia, violencia es que unos lo tengan todo y otros sólo miseria"" Una manta del #ParoNacionalColombia";;4;1
teleSUR TV;teleSURtv;¿Estás en #Colombia? comparte con nosotros fotos y videos de la militarización ordenada por el Pdte. Santos #ParoNacionalColombia;;12;
RT en Español;ActualidadRT;Santos convoca a los gobernadores y alcaldes de las localidades afectadas por las protestas #ParoNacionalColombia  http://es.rt.com/r8N ;;16;2
Tatiana Perez;tatianateleSUR;#ParoNacionalColombia corresponsal en Bogotá Paul Bacares informa que negociadores del gobierno regresan a Tunja, para hablar con campesinos;1;6;1
teleSUR TV;teleSURtv;¿Qué opinas de la orden de @JuanManSantos de militarizar #Bogotá tras protesta del jueves? Participa con el HT #ParoNacionalColombia;11;11;2
teleSUR TV;teleSURtv;#HaceMinutos: Pdte. @JuanManSantos anunció que ordenó la militarización de #Bogotá tras jornada violenta del jueves #ParoNacionalColombia;5;24;1
teleSUR TV;teleSURtv;"Pdte. @JuanManSantos: ""He dado la orden de militalizar #Bogotá. Con lo vándalos no habrá ninguna contemplación"" #ParoNacionalColombia";3;14;
teleSUR TV;teleSURtv;.@MiltonteleSUR: Paperos colombianos producen a pérdida, por eso se sumaron al #ParoNacionalColombia #ElCampoNoAguantaMas;;4;1
teleSUR TV;teleSURtv;En el octavo día del #ParoNacionalColombia informa @MiltonteleSUR desde Nariño: Campesinos siguen a merced de acciones de la fuerza pública;;5;1
teleSUR TV;teleSURtv;¿Por qué crees que el presidente Santos se mantiene intransigente frente al #ParoNacionalColombia? Responde con el HT #ElCampoNoAguantaMas;3;5;1
teleSUR TV;teleSURtv;.@vladimirtelesur: El presidente dijo que no le da crédito a las imágenes en las que se evidencia represión del ESMAD #ParoNacionalColombia;2;8;1
teleSUR TV;teleSURtv;.@MiltonteleSUR: Tras 8 días la gente sigue saliendo a las calles. Son más de 300 mil campesinos los que participan en #ParoNacionalCOlombia;;9;
teleSUR TV;teleSURtv;.@vladimirtelesur: Se está convocando a un gran cacerolazo en respaldo a que se instale diálogo con los campesinos #ParoNacionalColombia;;8;2
teleSUR TV;teleSURtv;En #Colombia no hay acuerdo entre el Gobierno y líderes del paro que hoy cumple ocho días #ParoNacionalColombia;1;7;
teleSUR TV;teleSURtv;Así la fuerza pública agrede a los campesinos en Boyacá #ParoNacionalColombia (Video tomado de Agresiones Esmad) http://bit.ly/14TgVnH ;2;15;
teleSUR TV;teleSURtv;Imágenes que el HT #YoMePongoLaRuana nos deja este domingo 25 de agosto #ParoNacionalColombia (+Fotos) http://on.fb.me/1dfOZD0 ;6;11;2
