Polaridad
-0.847834431
0
-0.909482092
-0.975
-0.975
-0.957505494
0
0
-0.018447364
-0.880124674
0
-0.975
-0.975
0
-0.89520026
0.0288518
-0.966963268
0.975
-0.94846432
-0.975
0.975
0
-0.955213757
-0.975
0
-0.935427514
-0.655472481
0.935427514
0.903540007
0
-0.012830932
-0.946976928
-0.975
0
-0.909482092
-0.966636578
-0.956570835
-0.561179849
-0.864315814
-0.975
0.052459256
0
0
-0.959910021
-0.909482092
0
-0.806672091
-0.678755277
-0.975
-0.864315814
0
-0.975
-0.847834431
-0.957505494
0
-0.975
-0.975
-0.830741001
-0.975
0.959910021
0
-0.748122268
-0.975
0.89520026
0.957505494
-0.678755277
-0.975
0
0
-0.885766215
0
0
0
0.946976928
0.864315814
0
-0.957505494
0
0
-0.975
0
0
0
0
-0.970981634
-0.847834431
-0.975
0
0
0.966963268
0
0
0.975
0
0
-0.864315814
0.935427514
0
0
0.880124674
-0.922910556
0
0.975
0
-0.847834431
-0.947838509
-0.947838509
0.975
0
-0.813095203
-0.975
0
-0.018447364
-0.975
-0.975
0
0.975
-0.693840871
-0.975
0.935427514
0.975
-0.779255285
-0.693840871
-0.89520026
-0.970981634
0
0.847834431
-0.975
-0.698180114
0.975
0.424934328
0.975
-0.975
0.966963268
0.005653212
0
-0.424934328
0
-0.975
0.107502711
0.526090248
0.304751164
0.333584274
0.936819947
0.228834173
